Centrality,$0.040039
Cindicator,$0.021992
Ignis,$0.040928
Tokenomy,$0.155009
Ethos,$0.375524
Eidoo,$1.04
Credo,$0.055186
ODEM,$0.135232
Santiment Net...,$0.455664
Scry.info,$0.064655
THEKEY,$0.005623
Byteball Bytes,$42.52
Neblio,$2.05
Raiden Networ...,$0.554654
Pillar,$0.106688
SingularityNET,$0.050771
Vitae,$3.16
Endor Protocol,$0.043843
CRYPTO20,$0.663962
Bluzelle,$0.138154
High Performa...,$0.713327
TomoChain,$0.480909
Nucleus Vision,$0.004899
Quantstamp,$0.042260
GoChain,$0.041428
Po.et,$0.010762
Ambrosus,$0.174564
Buggyra Coin ...,$0.024431
Bitcoin Interest,$1.36
SmartMesh,$0.017559
Streamr DATAcoin,$0.036578
BOScoin,$0.054076
Mainframe,$0.007120
Crypterium,$0.305021
USD//Coin,$1.01
Time New Bank,$0.009800
Storiqa,$0.002435
Fusion,$0.798468
BnkToTheFuture,$0.037430
Credits,$0.162080
Zipper,$0.001438
Cryptaur,$0.003175
Dignity,$0.044199
POA Network,$0.104596
Peercoin,$0.915126
NavCoin,$0.356155
DATA,$0.003166
SmartCash,$0.021404
Metal,$0.714017
bitCNY,$0.147585
Trade Token,$0.247425
IoTeX,$0.016658
Propy,$0.382654
Modum,$1.02
Gnosis,$19.70
Ruff,$0.023208
Ubiq,$0.502703
All Sports,$0.014307
Jibrel Network,$0.125895
DigitalNote,$0.002999
OST,$0.049535
OneRoot Network,$0.083798
MediBloc [ERC20],$0.006514
Aragon,$0.727043
SpankChain,$0.068338
Blocknet,$3.81
ARBITRAGE,$4.68
TrueChain,$0.437280
Apollo Currency,$0.001371
Achain,$0.028122
SONM,$0.055782
ProximaX,$0.003281
Bottos,$0.038818
Einsteinium,$0.089525
TokenPay,$1.24
TTC Protocol,$0.070519
SaluS,$19.08
MediShares,$0.018455
Arcblock,$0.199852
BitBay,$0.018323
WhiteCoin,$0.074089
Cosmo Coin,$0.032423
DEW,$0.178433
Game.com,$0.023930
Particl,$2.21
Cube,$0.002624
BLOCKv,$0.008864
CyberVein,$0.016589
ETHLend,$0.015855
Genaro Network,$0.048878
PCHAIN,$0.023245
SIRIN LABS Token,$0.074962
Burst,$0.008510
Republic Prot...,$0.028070
ZClassic,$3.29
Safe Exchange...,$0.010756
SingularDTV,$0.027474
Global Curren...,$0.157101
UTRUST,$0.036321
Asch,$0.173882
Content Neutr...,$0.000414
Aston,$0.019621
PRIZM,$0.261005
AdEx,$0.215267
eosDAC,$0.023676
Steem Dollars,$1.03
Viacoin,$0.673689
DMarket,$0.306676
Rotharium,$4.58
Gold Bits Coin,$0.144715
Dynamic Tradi...,$0.012474
Unobtanium,$76.00
Litecoin Cash,$0.025545
VITE,$0.035890
Rock,$0.031597
Edgeless,$0.156214
APIS,$0.003066
district0x,$0.024557
NAGA,$0.245613
WePower,$0.029406
VIBE,$0.072331
Lympo,$0.019194
IoT Chain,$0.230695
Wings,$0.160958
Ripio Credit ...,$0.029041
HorusPay,$0.016435
INS Ecosystem,$0.468680
Selfkey,$0.005804
Primecoin,$0.555211
Nexty,$0.000094
CasinoCoin,$0.000388
TokenClub,$0.028878
IHT Real Esta...,$0.025435
STASIS EURS,$1.12
SophiaTX,$0.070897
Tierion,$0.031881
AirSwap,$0.090646
WaBi,$0.258237
CloakCoin,$2.57
Bitcore,$0.813645
XYO Network,$0.002837
BABB,$0.000630
KickCoin,$0.025032
XTRABYTES,$0.030113
BitKan,$0.004566
Quant,$1.30
Primas,$0.240084
Cred,$0.040276
TaTaTu,$0.130207
Boolberry,$1.03
Electra,$0.000443
NIX,$0.299532
PACcoin,$0.002564
Refereum,$0.005192
QLC Chain,$0.051160
Metronome,$1.43
Smartlands,$2.38
Linda,$0.001115
Quantum Resis...,$0.229681
Blox,$0.017659
GameCredits,$0.171089
ION,$0.557961
TokenCard,$0.488140
LoyalCoin,$0.002380
Moss Coin,$0.065349
DAPS Token,$0.000260
Bittwatt,$0.039258
FuzeX,$0.015227
Hydro,$0.003946
Loki,$0.400510
Delphy,$0.246049
LGO Exchange,$0.089722
Seele,$0.019040
LEOcoin,$0.111495
ALQO,$0.196740
Timicoin,$0.036501
Zeepin,$0.022442
MediBloc [QRC20],$0.003779
Red Pulse Pho...,$0.013509
bitUSD,$1.01
Bitcoin Green,$2.04
Stakenet,$0.145367
AppCoins,$0.107769
Spectre.ai Di...,$0.130092
CPChain,$0.028049
E-Dinar Coin,$0.011779
Playgroundz,$0.431564
NKN,$0.053957
Bezant,$0.025156
Apex,$0.023157
Cobinhood,$0.027118
Etherparty,$0.019245
Mercury,$0.101051
Oyster,$0.118793
Swarm,$0.164577
Sakura Bloom,$0.003859
DeepBrain Chain,$0.006628
Aeron,$0.763241
Neumark,$0.341564
REPO,$0.089182
PayPie,$0.118225
Docademic,$0.036827
Hiveterminal ...,$0.023648
BitTube,$0.099206
YOYOW,$0.032031
Mothership,$0.068102
Lunyr,$4.14
Gulden,$0.022908
SCRL,$0.066747
Mobius,$0.024556
Graft,$0.022879
Mass Vehicle ...,$0.001936
Novacoin,$4.25
Everex,$0.566162
MinexCoin,$2.13
Aurora DAO,$0.066779
Distributed C...,$0.006364
Pascal Coin,$0.396142
Internet Node...,$0.029531
Eden,$0.019921
ATN,$0.107333
OriginTrail,$0.032504
BlockMason Cr...,$0.108654
ChatCoin,$0.013050
Presearch,$0.058002
NANJCOIN,$0.000461
0chain,$0.222569
Lina,$0.082501
Dock,$0.020727
Covesting,$0.506734
Moneytoken,$0.000999
Ink,$0.018832
Everus,$0.016623
Blocktix,$0.215419
Cofound.it,$0.026449
B2BX,$0.522410
Namecoin,$0.582406
Callisto Network,$0.011171
Dero,$1.60
DECENT,$0.166007
SwftCoin,$0.002339
Bulwark,$0.677841
adToken,$0.014091
Rialto,$0.102859
Universa,$0.004507
Feathercoin,$0.038237
LBRY Credits,$0.041912
Havven,$0.126464
ZPER,$0.006942
Bismuth,$0.619278
Qubitica,$3.27
GINcoin,$2.26
Viberate,$0.045667
EDUCare,$0.017852
Monetha,$0.036442
Dimecoin,$0.000015
Aeon,$0.499626
Fortuna,$0.017044
Ternio,$0.019147
Bean Cash,$0.002966
Crown,$0.378048
New Power Coin,$0.531493
Agrello,$0.089979
Haven Protocol,$1.44
COSS,$0.064628
MASTERNET,$0.241750
DAEX,$0.020466
Phore,$0.505657
carVertical,$0.001233
Counterparty,$2.88
Soarcoin,$0.006845
SpaceChain,$0.014289
Shift,$0.584127
PumaPay,$0.000454
Restart Energ...,$0.015384
OptiToken,$0.292002
Hydro Protocol,$0.009765
HTMLCOIN,$0.000129
OAX,$0.273056
ZrCoin,$1.72
RevolutionVR,$0.032187
SIX,$0.024380
Blue Whale Token,$0.000311
Eximchain,$0.097517
ECC,$0.000262
DecentBet,$0.049902
LinkEye,$0.010790
Ecoreal Estate,$0.054981
Olympus Labs,$0.168543
LATOKEN,$0.079428
Nasdacoin,$0.352010
Bloom,$0.134226
HempCoin,$0.026271
Lamden,$0.044865
Zebi,$0.012750
ColossusXT,$0.000585
Nerves,$0.001300
Pura,$0.036024
Winding Tree,$0.311081
Polybius,$1.55
FirstBlood,$0.071740
MktCoin,$0.005470
Sentinel Prot...,$0.027762
Melon,$10.14
DADI,$0.081053
YEE,$0.004415
Dovu,$0.014942
Wowbit,$0.021345
SPINDLE,$0.001397
Cashaa,$0.010908
Elastic,$0.064079
Hi Mutual Soc...,$0.014537
ICE ROCK MINING,$0.373297
Diamond,$1.96
HalalChain,$0.019941
NaPoleonX,$0.226488
Ifoods Chain,$0.002281
SwissBorg,$0.009815
VINchain,$0.011694
Flash,$0.006186
LockTrip,$0.595611
QunQun,$0.007743
ContentBox,$0.008946
Bankex,$0.068235
DeepOnion,$0.343643
DATx,$0.003910
Blackmoon,$0.244292
PolySwarm,$0.003462
UNIVERSAL CASH,$0.000641
BitNewChain,$0.029693
Brickblock,$0.074195
PotCoin,$0.024049
Humaniq,$0.028617
SureRemit,$0.010523
Airbloc,$0.030137
Bitcoin Atom,$0.283626
Blockport,$0.097749
Zeusshield,$0.004446
SafeInsure,$4.87
Chronobank,$7.17
DIMCOIN,$0.002417
CEEK VR,$0.012241
Clams,$1.55
TraDove B2BCoin,$0.010026
Pepe Cash,$0.007112
Skrumble Network,$0.006743
TRAXIA,$0.010059
Phantasma,$0.083071
XinFin Network,$0.001271
Cashbery Coin,$0.875534
Myriad,$0.002997
BlackCoin,$0.069167
UpToken,$0.032865
Numeraire,$3.56
TE-FOOD,$0.009493
FNKOS,$0.033908
LUXCoin,$1.72
XPA,$0.080674
U Network,$0.000781
MonetaryUnit,$0.032723
Cardstack,$0.001904
FansTime,$0.001595
Experience Po...,$0.000018
Unikoin Gold,$0.031918
MassGrid,$0.088009
Consensus,$0.002796
Databits,$0.196344
TrustNote,$0.014211
Datum,$0.004677
OracleChain,$0.145190
Happycoin,$0.267267
LocalCoinSwap,$0.108406
AI Doctor,$0.009696
Spectrecoin,$0.206578
Xaurum,$0.038227
Musicoin,$0.003843
Constellation,$0.006757
Ivy,$0.014209
Banca,$0.000237
MidasProtocol,$0.020804
Electrify.Asia,$0.009430
BOXX Token [B...,$0.184333
Russian Miner...,$2803.05
Egretia,$0.001392
Medicalchain,$0.022780
Synereo,$0.041780
aXpire,$0.015296
DACSEE,$0.005700
Switcheo,$0.008014
WABnetwork,$0.000464
DubaiCoin,$1.86
Change,$0.111439
Pandacoin,$0.000126
Stellite,$0.000650
Radium,$1.15
Remme,$0.006775
ToaCoin,$0.001453
STK,$0.011817
SunContract,$0.033608
Ethersocial,$0.169486
Stox,$0.076952
Bodhi,$0.099921
Cappasity,$0.008034
Thingschain,$0.000349
FLO,$0.026857
GoNetwork,$0.068963
Semux,$0.470651
Qbao,$0.059367
GridCoin,$0.009925
Blocktrade Token,$0.070872
AdShares,$0.197191
Triggers,$0.118572
DAOstack,$0.099432
Global Social...,$0.008560
EBCoin,$0.001072
CYCLEAN,$0.006520
Atonomi,$0.007322
Banyan Network,$0.007918
LogisCoin,$7.57
PAYCENT,$0.136853
Vezt,$0.050801
Eroscoin,$0.019905
Ulord,$0.120425
Decision Token,$0.115118
Welltrado,$0.099395
CashBet Coin,$0.028497
APX,$5.22
BitDice,$0.052150
I/O Coin,$0.213423
Ubex,$0.001322
Hacken,$0.667507
ugChain,$0.006340
VeriCoin,$0.114465
GET Protocol,$0.311925
Datawallet,$0.009059
DeviantCoin,$0.295125
BrahmaOS,$0.005599
Anoncoin,$1.64
Smartshare,$0.000753
Morpheus.Network,$0.132220
Tolar,$0.016679
NoLimitCoin,$0.015963
MARK.SPACE,$0.006590
Ink Protocol,$0.017259
BitMart Token,$0.028637
Solaris,$2.15
Polis,$0.808291
Omnitude,$0.066554
Vexanium,$0.011009
DomRaider,$0.005605
Matchpool,$0.044084
Trinity Netwo...,$0.009918
AurumCoin,$11.08
Gems ,$0.002877
Mysterium,$0.140271
Shivom,$0.005394
Experty,$0.121485
ProChain,$0.066236
MintCoin,$0.000131
ZMINE,$0.024093
Circuits of V...,$0.003194
Etheroll,$0.455835
ATC Coin,$0.019956
CoinPoker,$0.010111
Snetwork,$0.024697
Stealth,$0.105929
DxChain Token,$0.000354
BitSend,$0.151442
EchoLink,$0.008377
Dotcoin,$0.009974
Ormeus Coin,$0.182304
Waves Communi...,$0.311143
Sentinel,$0.001534
SRCOIN,$0.000607
Bit-Z Token,$0.106225
RightMesh,$0.053751
Merculet,$0.001016
OneLedger,$0.007498
AC3,$0.043339
SelfSell,$0.007610
Energo,$0.004910
ThoreCoin,$34.39
Measurable Da...,$0.007171
Clipper Coin,$0.001855
SHIELD,$0.005674
SolarCoin,$0.060780
ZelCash,$0.071115
CanonChain,$0.006305
Neurotoken,$0.036128
Niobium Coin,$0.057810
EncrypGen,$0.045670
Patron,$0.011743
Digix Gold Token,$44.85
Formosa Finan...,$0.003938
Bob's Repair,$0.034933
Lendingblock,$0.004568
XMax,$0.000382
Flixxo,$0.033862
GeoCoin,$0.849883
FREE Coin,$0.000002
EXRNchain,$0.000029
CargoX,$0.020498
EnergiToken,$0.001934
Karma,$0.001477
Nebula AI,$0.002248
Lightpaycoin,$0.767245
Hashgard,$0.000180
Own,$0.035783
CVCoin,$0.206984
WeTrust,$0.027807
Masari,$0.325245
RealTract,$0.000254
AirToken,$0.002406
Zephyr,$0.008829
Arionum,$0.033441
Autonio,$0.033183
Xriba,$0.043344
CoinFi,$0.014138
Nimiq,$0.001146
Darico Ecosys...,$0.055989
POPCHAIN,$0.007279
Rate3,$0.005632
indaHash,$0.006034
Sequence,$0.052410
Debitum,$0.012355
Paragon,$0.036323
DNotes,$0.017574
GoByte,$0.867681
HeartBout,$0.044504
Dynamic,$0.672971
RED,$0.017963
OKCash,$0.031409
Effect.AI,$0.011267
IXT,$0.065040
MyBit,$0.024035
Forkcoin,$0.481777
Aphelion,$0.046287
Sharder,$0.008160
StrongHands,$1.4e-07
Patientory,$0.032851
Expanse,$0.218488
Mindexcoin,$0.146206
Omni,$4.04
SIBCoin,$0.131671
LIFE,$0.000096
Aventus,$0.374477
Silent Notary,$0.000027
Global Crypto...,$0.001304
VouchForMe,$0.011086
Acute Angle C...,$0.008834
Spectre.ai Ut...,$0.090005
Project Coin,$1.41
CanYaCoin,$0.048886
Education Eco...,$0.010114
TrueFlip,$0.352203
FedoraCoin,$0.000010
The Abyss,$0.009920
Leverj,$0.018448
Swisscoin,$0.000261
ArtByte,$0.002742
1World,$0.104790
Swarm City,$0.258154
Noku,$0.149556
Zap,$0.016726
SounDAC,$0.147170
AidCoin,$0.048941
DAV Coin,$0.004636
Pirl,$0.079128
FoldingCoin,$0.003064
Relex,$0.001926
Energi,$0.414292
PinkCoin,$0.005284
Unibright,$0.014778
savedroid,$0.000752
HeroNode,$0.002127
Nework,$0.013594
HiCoin,$0.000452
Alphacat,$0.000717
Uquid Coin,$0.198715
Coinvest,$0.194217
Pal Network,$0.004768
Capricoin,$0.990192
ALAX,$0.005850
Travala,$0.066529
Morpheus Labs,$0.010986
Rentberry,$0.006393
Colu Local Ne...,$0.016236
adbank,$0.003202
Quark,$0.007431
NPER,$0.038179
Oyster Shell,$0.022488
Olive,$0.006853
Curecoin,$0.077820
Yocoin,$0.016576
Sentinel Chain,$0.009412
Cruisebit,$0.072103
Snovian.Space,$0.004555
Sharpe Platfo...,$0.107080
ClearPoll,$0.262788
CommerceBlock,$0.010594
Gatcoin,$0.003447
Golos,$0.014639
Bezop,$0.035905
BitDegree,$0.005098
FLIP,$0.032359
MaxCoin,$0.029334
NeuroChain,$0.011486
ShipChain,$0.008413
Cpollo,$0.000282
C2C System,$0.005864
Dether,$0.020808
Bounty0x,$0.009315
4NEW,$0.037227
BitcoinZ,$0.000595
BitRent,$0.002025
Social Send,$0.044042
JET8,$0.002889
Atmos,$0.016818
Daneel,$0.045333
Pareto Network,$0.006326
IDEX Membership,$829.38
Credit Tag Chain,$0.043132
Tokes,$0.474953
Arbidex,$0.079588
Auroracoin,$0.142611
Peculium,$0.001524
NeosCoin,$0.393078
Faceter,$0.003403
Divi Exchange...,$0.995179
Syndicate,$0.054108
HEROcoin,$0.012973
2GIVE,$0.003043
Sphere,$0.511849
Sether,$0.090867
Helbiz,$0.002509
Cryptopay,$0.022740
Kora Network ...,$0.005114
Bee Token,$0.008692
FintruX Network,$0.017965
AMLT,$0.018064
AiLink Token,$0.000895
REAL,$0.150760
Matryx,$0.065243
Internxt,$2.40
Sprouts,$9.6e-08
MIB Coin,$0.047185
Playkey,$0.108490
AdHive,$0.013097
Insights Network,$0.010705
Crowd Machine,$0.003010
Apollon,$0.011751
DOWCOIN,$0.311081
Breakout Stake,$0.221962
Hexx,$0.775162
B3Coin,$0.001890
VULCANO,$0.012384
Tigereum,$0.082805
Devery,$0.021847
Privatix,$1.16
GoldCoin,$0.032797
EncryptoTel [...,$0.018305
ATLANT,$0.035701
ZEST,$0.588534
AICHAIN,$0.002500
Friendz,$0.002637
DPRating,$0.000621
LikeCoin,$0.002818
Nexium,$0.019946
Lampix,$0.009478
Internet of P...,$0.249056
BitClave,$0.002556
UChain,$0.004715
Trittium,$0.013166
Cryptosolartech,$0.019479
Soniq,$0.027674
MTC Mesh Network,$0.004306
NewYorkCoin,$0.000009
Pluton,$1.44
On.Live,$0.056494
TransferCoin,$0.181954
TeslaCoin,$0.015775
Indorse Token,$0.032718
AudioCoin,$0.001306
Blue Protocol,$0.033043
BetterBetting,$0.007145
Publica,$0.064756
Upfiring,$0.061896
Block Array,$0.017542
Freyrchain,$0.002387
OWNDATA,$0.000478
Digital Asset...,$0.017068
Miners' Rewar...,$0.117568
Denarius,$0.295323
Bethereum,$0.004461
XcelToken,$0.021486
Qwark,$0.017340
Utrum,$0.035595
CannabisCoin,$0.014922
CyberFM,$0.000019
Local World F...,$0.011668
NuBits,$0.103738
Nimiq Exchang...,$0.107656
IP Exchange,$0.001335
Bitcoin Incog...,$0.156726
Elixir,$0.033093
Zippie,$0.005128
Jesus Coin,$0.000061
Universal Cur...,$0.071108
Energycoin,$0.008865
DopeCoin,$0.009271
Gladius Token,$0.074733
Lethean,$0.002288
Zilla,$0.026273
RealChain,$0.003336
MedicCoin,$0.004885
nUSD,$0.998745
Spectiv,$0.003807
HyperStake,$0.000764
Penguin Coin,$0.000113
Travelflex,$0.013200
EventChain,$0.033146
ClearCoin,$0.001956
Fire Lotto,$0.049062
0xBitcoin,$0.314260
ExclusiveCoin,$0.205079
Sharpay,$0.001204
Eristica,$0.005967
SportyCo,$0.018703
VeriumReserve,$0.535291
Kryll,$0.087113
EvenCoin,$0.058572
MyWish,$0.050382
HOQU,$0.006388
Smoke,$0.061006
LALA World,$0.004970
eBoost,$0.047653
Vice Industry...,$0.003211
SkinCoin,$0.010733
Memetic / Pep...,$0.040090
ATMChain,$0.000202
Sp8de,$0.000120
Stipend,$0.107689
Worldcore,$0.005213
Sumokoin,$0.121081
FlypMe,$0.052150
ATBCoin,$0.021635
Abulaba,$0.089554
Origin Sport,$0.018832
Turtlecoin,$0.000034
Gold Poker,$0.724132
GoldMint,$0.464135
eBitcoin,$0.047008
Kore,$0.437145
Hurify,$0.004520
Ryo Currency,$0.124665
Paypex,$0.012798
Condominium,$0.001362
LOCIcoin,$0.021433
Guaranteed Et...,$0.002883
Traceability ...,$0.004492
LiteDoge,$0.000056
Terracoin,$0.036671
HollyWoodCoin,$0.085069
Zoin,$0.045047
Payfair,$0.009275
FUTURAX,$0.000241
Thrive Token,$0.007681
Karbo,$0.119688
BlockCAT,$0.106702
Parkgene,$0.002797
Starbase,$0.004168
Proton Token,$0.000400
Monkey Project,$0.218370
Repme,$0.000021
Breakout,$0.040416
Bitcrystals,$0.032973
HunterCoin,$0.031746
Pesetacoin,$0.005541
Naviaddress,$0.003067
No BS Crypto,$0.000706
Maverick Chain,$0.007040
Profile Utili...,$0.016283
Truegame,$0.008928
WeAreSatoshi,$0.029986
Engagement Token,$0.001749
Crave,$0.047024
Akroma,$0.045631
ChainCoin,$0.045761
BioCoin,$0.001019
EverGreenCoin,$0.051073
ShareX,$0.001080
MetaMorph,$0.012634
PetroDollar,$0.010762
Sapien,$0.003424
Narrative,$0.014556
Ethereum Monero,$0.056479
Zero,$0.162868
ACE (TokenStars),$0.056963
XMCT,$0.006802
BitCoen,$0.091923
Voise,$0.001221
BoutsPro,$0.008307
PyrexCoin,$0.063917
Bonpay,$0.055960
The ChampCoin,$0.003717
Bitcoin Token,$0.000065
SmileyCoin,$0.000024
BiblePay,$0.000608
Bigbom,$0.001946
Bela,$0.016104
SnowGem,$0.072275
SoMee.Social,$0.016649
Digital Insur...,$0.002875
EquiTrader,$0.053775
Knoxstertoken,$0.005383
Ellaism,$0.046767
0xcert,$0.005066
Auctus,$0.034157
Birake,$0.062462
Aigang,$0.025399
SIMDAQ,$0.031867
Forty Seven Bank,$0.159566
Monoeci,$0.070423
Bitswift,$0.142434
Cryptonite,$0.000775
808Coin,$8.6e-07
SmartFox,$1.39
Vsync,$0.003387
BunnyToken,$0.004563
Paymon,$0.000870
Decentralized...,$0.000010
Bitcoin Plus,$4.61
Pylon Network,$1.35
CyberMusic,$0.000037
LanaCoin,$0.000541
Nullex,$0.012972
IQeon,$0.192577
TRONCLASSIC,$0.000001
BlitzPredict,$0.001441
Phonecoin,$0.638869
Invacio,$0.015313
Xenon,$0.001643
ShowHand,$0.000008
BitRewards,$0.001676
NEVERDIE,$0.011614
Webcoin,$0.014696
Condensate,$0.001368
smARTOFGIVING,$0.097715
HUZU,$0.384811
TrumpCoin,$0.069809
Orbitcoin,$0.142425
Soma,$0.063931
Auxilium,$0.004650
Aditus,$0.001918
White Standard,$1.01
Coinlancer,$0.006253
CFun,$0.001023
Tokia,$0.010412
Iungo,$0.010962
Altcoin,$3.52
e-Gulden,$0.025448
Galactrum,$0.180582
TrezarCoin,$0.004367
Amon,$0.001507
Xchange,$0.143016
Ixcoin,$0.019289
Creativecoin,$0.023988
BitWhite,$0.011089
Digitalcoin,$0.013078
EUNOMIA,$0.000025
Innova,$0.084939
MicroMoney,$0.031137
StarterCoin,$0.001361
Leadcoin,$0.000487
XGOX,$0.000160
Pure,$0.024836
APR Coin,$0.085822
Bridge Protocol,$0.001646
nDEX,$0.000025
DigitalPrice,$0.018794
OP Coin,$0.000196
Gainer,$0.037735
NuShares,$0.000130
Bitcoin Adult,$0.016724
Rupaya,$0.009537
Kolion,$0.509604
FujiCoin,$0.000210
DaTa eXchange,$0.015971
SagaCoin,$0.062775
Adzcoin,$0.007757
Mao Zedong,$0.054301
Kalkulus,$0.026934
EtherGem,$0.027132
AB-Chain RTB,$0.029782
Veros,$0.018253
CampusCoin,$0.000653
Newton Coin P...,$0.000004
EZToken,$0.028412
bitJob,$0.006781
Bettex Coin,$0.120769
Beetle Coin,$0.002038
Orbis Token,$0.016632
Zetacoin,$0.001884
Actinium,$0.058412
ZCore,$0.164656
Quantis Network,$0.116880
X-Cash,$0.000029
Suretly,$1.40
ZINC,$0.059023
Ignition,$0.315608
Equal,$0.000768
Bitmark,$0.029593
Advanced Tech...,$0.011593
Freicoin,$0.009126
PeepCoin,$0.000011
Dorado,$0.000938
SpreadCoin,$0.026264
Sugar Exchange,$0.014480
TrustPlus,$0.008083
Viuly,$0.000291
Fox Trading,$0.038625
NetKoin,$0.000067
PKG Token,$0.000029
Evimeria,$0.000017
Giant,$0.128983
Digiwage,$0.006012
Transcodium,$0.004849
Authorship,$0.002447
Blocklancer,$0.002015
Magi,$0.029471
Origami,$0.056717
FirstCoin,$0.007628
IQ.cash,$0.078217
Bitcoin Fast,$0.013820
Cazcoin,$0.006770
Blocknode,$0.003057
CatoCoin,$0.149930
CryptoFlow,$0.008099
Startcoin,$0.004872
Jetcoin,$0.032072
Etheera,$0.000037
BitStation,$0.000060
Billionaire T...,$0.066035
XDNA,$0.112739
Zenswap Netwo...,$0.000039
Intelligent T...,$0.021765
Emphy,$0.025973
AdCoin,$0.029660
CryptalDash,$0.012894
Webchain,$0.004107
VIVO,$0.065792
TEAM (TokenSt...,$0.017846
ProCurrency,$0.001872
Sola Token,$0.006493
PutinCoin,$0.000325
PRiVCY,$0.015580
DraftCoin,$0.022394
VoteCoin,$0.004506
Sharechain,$0.000070
Tourist Token,$0.000040
Ratecoin,$0.001369
ArbitrageCT,$0.001851
EUNO,$0.020921
Crowdholding,$0.001119
Elysian,$0.002058
TittieCoin,$0.000130
Citadel,$0.015058
Pascal Lite,$0.019165
Unify,$0.008993
IGToken,$0.000108
Litecoin Plus,$0.079919
RouletteToken,$0.015319
WITChain,$0.000104
AdultChain,$0.003885
Earth Token,$0.000721
Onix,$0.001369
Kubera Coin,$0.001246
CarTaxi Token,$0.003564
Pigeoncoin,$0.000131
Bata,$0.028076
Mirai,$0.052571
WhaleCoin,$0.013550
PlatinumBAR,$0.085068
Castle,$0.013303
Cashcoin,$0.002868
Knekted,$0.000682
Regalcoin,$0.010418
Lobstex,$0.017267
PAXEX,$0.010291
Bytecent,$0.053714
ZeusCrowdfunding,$9e-07
BlockMesh,$0.001369
OPCoinX,$0.001571
Neural Protocol,$0.000016
Datarius Credit,$0.000935
Octoin Coin,$0.288802
TOKYO,$0.000587
Embers,$0.002307
AceD,$0.050094
Obsidian,$0.004516
DROXNE,$0.001369
ELTCOIN,$0.001209
Senderon,$0.002412
Wild Crypto,$0.004370
Tokugawa,$0.102996
